Goal,X,Y,C,Distance,Angle
0,28.0,47,3.0,29.46459740094882,0.24664752235410065
0,4.0,46,4.0,4.9396356140913875,1.2270686920947695
0,21.0,22,28.0,28.59095136577305,0.19810894003977406
0,13.0,47,3.0,13.788582233137678,0.5145691046572908
0,31.0,62,12.0,33.47151774270178,0.21201137206396836
0,16.0,32,18.0,20.47266470198738,0.2942936663002349
0,19.0,27,23.0,24.930002005615645,0.23568140763226528
0,21.0,58,8.0,22.654855991597035,0.31234119842074864
0,12.0,58,8.0,13.63084736911099,0.4912343711700846
0,31.0,52,2.0,32.57594971754469,0.22359488338017572
0,18.0,55,5.0,19.17739554788397,0.3722014026013878
0,12.0,66,16.0,16.33768649472746,0.34891490595427527
0,20.0,78,28.0,27.789206537790893,0.19986661442558984
0,22.0,60,10.0,23.997083156083782,0.29203194868912696
0,19.0,27,23.0,24.930002005615645,0.23568140763226528
1,14.0,45,5.0,15.05498256392215,0.46730053223534024
0,2.0,68,18.0,11.886967653695368,0.11960982908894272
1,21.0,61,11.0,23.180271784429102,0.2988423003378373
0,4.0,61,11.0,8.292315719990405,0.5068860882826424
0,27.0,64,14.0,29.774695632365415,0.23334456907392245
0,17.0,39,11.0,19.228754509848006,0.3514461627636958
0,5.0,66,16.0,11.65,0.3043948372634069
0,11.0,65,15.0,15.115058716392735,0.37455292140405577
0,12.0,25,25.0,20.562648175757907,0.22157235236141123
0,7.0,47,3.0,7.604275113381945,0.8805236779631288
0,7.0,70,20.0,14.933937859787685,0.2512332492285382
0,24.0,33,17.0,27.516222487834334,0.2431141328477867
0,12.0,51,1.0,12.616754733290174,0.5640811317617371
1,5.0,52,2.0,5.408558033339386,1.179460127203922
0,23.0,55,5.0,24.367704036285403,0.29565803943299857
0,12.0,67,17.0,16.758952831248138,0.33206626567067177
0,16.0,61,11.0,18.25821732809641,0.36693370143647835
0,11.0,54,4.0,11.839024453053554,0.588192267514254
0,14.0,44,6.0,15.20855022676389,0.45868567606362104
0,24.0,27,23.0,29.300895890740268,0.214892555610188
0,11.0,48,2.0,11.622929923216434,0.6071775870131543
0,22.0,81,31.0,30.653425583448254,0.18056959641671932
0,28.0,53,3.0,29.46459740094882,0.24664752235410065
0,17.0,73,23.0,23.283577903750103,0.2422705047820207
0,6.0,32,18.0,13.28834075421006,0.2754185537241036
0,20.0,59,9.0,21.799598620158125,0.3213172775937744
0,17.0,76,26.0,24.58114114519503,0.2176443992827421
0,23.0,22,28.0,30.240081018409985,0.19372695450548785
1,4.0,51,1.0,4.25,1.4201477008546248
0,27.0,30,20.0,31.188499482982508,0.2130378993837282
0,18.0,63,13.0,20.702958725747386,0.3216256265342819
1,8.0,43,7.0,9.553140844769327,0.6684012104010006
0,19.0,62,12.0,21.420609235033442,0.31679577481592847
0,27.0,60,10.0,29.085606405918377,0.24427515281947337
0,9.0,43,7.0,10.488326844640188,0.6213951258162871
0,18.0,71,21.0,23.313783476733242,0.2552731975395584
0,19.0,18,32.0,28.820869174957235,0.1768239405748844
0,23.0,45,5.0,24.367704036285403,0.29565803943299857
0,13.0,30,20.0,18.85,0.28430431212281077
0,18.0,37,13.0,20.702958725747386,0.3216256265342819
0,27.0,46,4.0,28.46897434049917,0.2546963687734535
0,18.0,33,17.0,21.893206708931423,0.28864440517234924
0,26.0,34,16.0,29.213866570517503,0.23354382809639931
1,14.0,59,9.0,15.821267332296738,0.42632836199012014
1,11.0,41,9.0,12.947007376224052,0.5014474542557615
0,9.0,66,16.0,14.052135069091813,0.35947975315199954
0,26.0,45,5.0,27.492771777323583,0.26292409848912873
1,10.0,67,17.0,15.243113199081087,0.33759032764216496
0,10.0,40,10.0,12.349089035228468,0.504787111082435
0,11.0,33,17.0,15.984523765192382,0.33596709169430355
0,19.0,71,21.0,24.17281530976481,0.25041398003209947
0,20.0,35,15.0,23.153023560649697,0.2860416529651169
0,24.0,66,16.0,27.26169473822198,0.2475728667132947
1,13.0,44,6.0,14.196214284097012,0.48821070949377143
0,9.0,36,14.0,13.119165369793917,0.41101006673332774
1,7.0,47,3.0,7.604275113381945,0.8805236779631288
0,18.0,35,15.0,21.266699320769078,0.30537177937400134
0,15.0,52,2.0,15.803559725580817,0.45382332870968084
0,17.0,44,6.0,18.271083711701394,0.38717981884058367
0,19.0,26,24.0,25.325135735075538,0.2284893666710632
0,4.0,65,15.0,10.616143367532297,0.30022768467042926
0,26.0,26,24.0,31.442805218364345,0.20210889983911917
0,18.0,50,0.0,18.9,0.3825663330715834
0,9.0,59,9.0,11.114180131705622,0.5608366482848695
0,20.0,21,29.0,28.21918673526932,0.1938740277964611
0,14.0,57,7.0,15.388063555886426,0.4488778813145313
0,13.0,44,6.0,14.196214284097012,0.48821070949377143
0,26.0,23,27.0,32.45446810533181,0.18985458720507872
0,9.0,37,13.0,12.676947582127173,0.439019336875392
0,25.0,64,14.0,27.78259347145259,0.24811656952209515
0,11.0,43,7.0,12.413903495677738,0.541048218774014
0,27.0,57,7.0,28.71280202279116,0.2505002147733271
0,19.0,28,22.0,24.545722641633514,0.2429962259943182
0,11.0,38,12.0,13.93709080116794,0.43731158474742216
1,19.0,35,15.0,22.20506698931575,0.29553177312558315
0,5.0,28,22.0,15.23326951117192,0.17397794480936735
0,4.0,62,12.0,8.85889383614004,0.44130133603682115
0,11.0,37,13.0,14.311009747743169,0.415932290325356
0,18.0,24,26.0,25.353895164254347,0.21636031343833936
0,31.0,41,9.0,33.07151342167455,0.2170742802888684
0,26.0,31,19.0,29.963519486201882,0.2222206349379769
0,6.0,37,13.0,10.540042694410682,0.44102340262668716
0,20.0,50,0.0,21.0,0.34510504353084737
0,23.0,41,9.0,24.848440594934726,0.28470459738532766
0,11.0,40,10.0,13.253395791267987,0.48035534705157945
0,8.0,56,6.0,9.26120942425988,0.7042514439477467
0,9.0,37,13.0,12.676947582127173,0.439019336875392
0,21.0,46,4.0,22.20275883758593,0.3246572898667033
0,17.0,65,15.0,20.339247773700976,0.3155146519967378
0,13.0,40,10.0,15.11861435449691,0.4347254180747608
0,14.0,57,7.0,15.388063555886426,0.4488778813145313
0,8.0,56,6.0,9.26120942425988,0.7042514439477467
0,29.0,59,9.0,31.006854080993126,0.230919007567515
1,9.0,33,17.0,14.53977303811858,0.3360930094197185
0,19.0,37,13.0,21.665756391134835,0.30992371857352585
0,15.0,50,0.0,15.75,0.4566570735017896
0,10.0,58,8.0,11.717081547894082,0.5552607966192705
0,28.0,54,4.0,29.514742079171214,0.24583096955691364
0,19.0,51,1.0,19.960586163737776,0.3625178205706539
0,8.0,40,10.0,10.621205204683694,0.5539129060969811
0,16.0,35,15.0,19.42427604828556,0.325884155321079
0,14.0,41,9.0,15.821267332296738,0.42632836199012014
0,14.0,32,18.0,18.78776197422141,0.30686081917077107
0,10.0,23,27.0,20.451222457349584,0.1876122040957042
0,27.0,15,35.0,36.349484177908224,0.15735758698643698
0,18.0,69,19.0,22.577256254912818,0.271838152254586
0,26.0,18,32.0,34.320984834354626,0.16994638605673484
1,5.0,36,14.0,10.505831713862543,0.37729531977152453
0,14.0,31,19.0,19.199283840810313,0.2941379108771195
0,22.0,39,11.0,24.181242730678672,0.2877448652568952
0,12.0,28,22.0,19.059118552545918,0.2577648835350448
0,6.0,60,10.0,9.052071586106685,0.5922299939879683
0,10.0,63,13.0,13.477852202780678,0.4284956183822145
1,8.0,37,13.0,11.914801718870523,0.44610227378018025
0,11.0,46,4.0,11.839024453053554,0.588192267514254
1,12.0,39,11.0,14.487322043773307,0.4388737084624515
0,13.0,50,0.0,13.65,0.5239396375264456
0,13.0,62,12.0,15.721402609182173,0.40392351097823914
0,10.0,72,22.0,17.740913167027227,0.24973250444438694
0,26.0,34,16.0,29.213866570517503,0.23354382809639931
0,11.0,50,0.0,11.55,0.6137460607827115
0,9.0,40,10.0,11.469633821530659,0.5296462355461417
0,27.0,50,0.0,28.35,0.25678076017614215
0,15.0,54,4.0,15.96316071459534,0.4455153283895856
0,2.0,62,12.0,8.077747210701755,0.28819254085029083
0,19.0,75,25.0,25.730623777903247,0.22143679258991875
0,28.0,25,25.0,33.59200053584186,0.1906625711077834
0,3.0,58,8.0,6.079679267856159,0.7744838280818499
0,6.0,39,11.0,9.529559276272959,0.5372398447113629
0,10.0,29,21.0,17.22128044019956,0.26503529037733264
0,11.0,41,9.0,12.947007376224052,0.5014474542557615
0,25.0,48,2.0,26.282170762705277,0.2764143353960685
0,6.0,29,21.0,15.03371211644017,0.21358878179238977
0,4.0,44,6.0,5.73149195236284,1.0066170399962953
0,21.0,35,15.0,24.10943798598383,0.27692764027077
0,17.0,36,14.0,20.035780493906397,0.3248005783539739
0,14.0,70,20.0,19.623710148695125,0.2817923532519773
0,21.0,41,9.0,22.81282534014584,0.308193299690588
0,29.0,46,4.0,30.560800054972383,0.23755506062180354
0,25.0,70,20.0,29.292703869735206,0.22367950828689226
0,25.0,69,19.0,29.01008445351375,0.22797859744767013
0,26.0,43,7.0,27.6765695128569,0.2595395791252513
0,10.0,64,14.0,13.894603268895446,0.40423785554982494
1,3.0,42,8.0,6.079679267856159,0.7744838280818499
0,18.0,49,1.0,18.911173945580426,0.38214120816966374
0,20.0,46,4.0,21.160340261914506,0.34014177905248677
0,28.0,60,10.0,30.1099651278443,0.23643033935248386
0,22.0,33,17.0,25.60688384009269,0.2574128756042204
0,25.0,61,11.0,27.206341172601654,0.2584681483042706
0,13.0,31,19.0,18.407742936058185,0.2978805122246868
1,12.0,55,5.0,13.012397934277908,0.5341519416725077
0,5.0,51,1.0,5.2900850654786264,1.2079676869865599
1,18.0,38,12.0,20.446271053666482,0.32943325020506264
0,13.0,74,24.0,20.728784334832568,0.2355657499255266
0,18.0,44,6.0,19.298186443290465,0.36780864688627385
0,10.0,35,15.0,14.3287298809071,0.380925130447818
0,14.0,43,7.0,15.388063555886426,0.4488778813145313
0,11.0,32,18.0,16.440574807469478,0.3179400488056638
0,18.0,44,6.0,19.298186443290465,0.36780864688627385
0,20.0,78,28.0,27.789206537790893,0.19986661442558984
0,5.0,54,4.0,5.858540773947041,1.07215014489556
0,18.0,38,12.0,20.446271053666482,0.32943325020506264
0,12.0,37,13.0,15.17110740849197,0.40228502943306477
1,7.0,30,20.0,14.933937859787685,0.2512332492285382
0,29.0,53,3.0,30.512374538865373,0.23829209884521543
0,8.0,33,17.0,13.880291783676595,0.3304224511340032
0,13.0,41,9.0,14.85075755643462,0.4494261620364326
1,8.0,45,5.0,9.006802984411284,0.7371524997587747
0,10.0,48,2.0,10.580170130957253,0.662397068973353
1,15.0,14,36.0,28.206781099586674,0.14633337676191166
0,35.0,50,0.0,36.75,0.1985290282723682
0,29.0,47,3.0,30.512374538865373,0.23829209884521543
0,35.0,59,9.0,37.21269944521628,0.19369931525448178
0,30.0,72,22.0,34.593930103415545,0.1924431187465079
0,27.0,36,14.0,29.774695632365415,0.23334456907392245
0,10.0,49,1.0,10.520099809412457,0.6686847657975241
0,27.0,49,1.0,28.357450520101416,0.25664950874309495
0,11.0,48,2.0,11.622929923216434,0.6071775870131543
0,9.0,58,8.0,10.786218058244511,0.591643556025191
0,11.0,29,21.0,17.880855684222723,0.2692928913160728
0,25.0,27,23.0,30.20869080248265,0.2105306063250242
0,23.0,59,9.0,24.848440594934726,0.28470459738532766
0,20.0,30,20.0,24.698178070456937,0.25217326733637657
0,4.0,40,10.0,7.738862965578341,0.5842369076531417
0,10.0,62,12.0,13.080137613954985,0.45351561115002464
0,10.0,32,18.0,15.720687007888682,0.31768371181991284
0,23.0,45,5.0,24.367704036285403,0.29565803943299857
0,11.0,46,4.0,11.839024453053554,0.588192267514254
1,11.0,58,8.0,12.66658991204815,0.5218037806113346
0,10.0,54,4.0,10.817116066678771,0.6382251862369708
0,23.0,42,8.0,24.703491656039233,0.2879453933895278
0,13.0,44,6.0,14.196214284097012,0.48821070949377143
1,11.0,59,9.0,12.947007376224052,0.5014474542557615
0,22.0,41,9.0,23.829236244579892,0.2960190429979611
0,27.0,59,9.0,28.947279664935703,0.24655853716809678
0,20.0,63,13.0,22.636309328156834,0.2988273475066449
0,30.0,54,4.0,31.607119451161633,0.2298123614854746
0,31.0,89,39.0,41.2568176184252,0.14016666768859765
0,15.0,54,4.0,15.96316071459534,0.4455153283895856
0,7.0,36,14.0,11.697542476947882,0.41103848550828037
0,20.0,19,31.0,29.103650973718057,0.18235063095446322
0,11.0,68,18.0,16.440574807469478,0.3179400488056638
0,8.0,45,5.0,9.006802984411284,0.7371524997587747
0,13.0,35,15.0,16.77453427073312,0.3568783542073093
0,11.0,52,2.0,11.622929923216434,0.6071775870131543
0,9.0,70,20.0,16.071792059381554,0.2752793134772887
0,16.0,58,8.0,17.586358349584486,0.3939004690139643
0,7.0,43,7.0,8.644362324659928,0.7201101384716242
0,7.0,33,17.0,13.271209439986997,0.3193088176827172
0,25.0,59,9.0,26.893958429357326,0.2643417647555585
0,6.0,51,1.0,6.333442981506978,1.045705620550453
0,28.0,57,7.0,29.749999999999996,0.24205180381778696
1,10.0,38,12.0,13.080137613954985,0.45351561115002464
0,26.0,58,8.0,27.790825824361537,0.2574671749562088
0,12.0,64,14.0,15.542522317822161,0.3841365349484985
1,18.0,50,0.0,18.9,0.3825663330715834
0,5.0,38,12.0,9.40226036652889,0.4734809931229669
0,18.0,60,10.0,19.98649544067193,0.344098301997064
0,12.0,35,15.0,15.93180780702554,0.3663043742089903
0,15.0,57,7.0,16.394053800082517,0.42407042714928733
0,11.0,28,22.0,18.381852463775246,0.2548783522683089
0,21.0,63,13.0,23.613661300188078,0.28832362510707366
0,15.0,44,6.0,16.225674100018157,0.4322830591810525
0,16.0,40,10.0,18.013605968822567,0.3764491646534234
0,31.0,30,20.0,35.05,0.1936297158701916
0,22.0,42,8.0,23.678048906107108,0.29967705742481254
0,17.0,44,6.0,18.271083711701394,0.38717981884058367
0,8.0,59,9.0,10.23633235099369,0.5922585431147527
0,15.0,43,7.0,16.394053800082517,0.42407042714928733
0,33.0,32,18.0,36.57201799190195,0.189259997448512
0,26.0,44,6.0,27.577164466275356,0.26136221738691673
0,7.0,29,21.0,15.503064213245072,0.23276899026498218
0,12.0,66,16.0,16.33768649472746,0.34891490595427527
0,25.0,41,9.0,26.893958429357326,0.2643417647555585
1,9.0,36,14.0,13.119165369793917,0.41101006673332774
0,18.0,39,11.0,20.207238801973908,0.33694567230348166
1,11.0,44,6.0,12.190672663967318,0.5587877543959542
1,26.0,58,8.0,27.790825824361537,0.2574671749562088
0,25.0,56,6.0,26.538132941109478,0.271268985883801
0,26.0,54,4.0,27.423530042647684,0.26421562813855315
0,12.0,69,19.0,17.64319982316133,0.30025973949935153
0,26.0,36,14.0,28.77672670753225,0.240537542162153
1,3.0,49,1.0,3.2163644072150777,1.70233357190678
0,28.0,40,10.0,30.1099651278443,0.23643033935248386
0,11.0,65,15.0,15.115058716392735,0.37455292140405577
0,7.0,49,1.0,7.378685519792803,0.9190449283339781
1,4.0,49,1.0,4.25,1.4201477008546248
0,25.0,53,3.0,26.322328924318228,0.27559787233217653
0,12.0,45,5.0,13.012397934277908,0.5341519416725077
0,21.0,66,16.0,24.379550857224586,0.2709888852947542
0,15.0,73,23.0,21.715547425750056,0.24651390306125692
0,24.0,46,4.0,25.33377192602791,0.28552288536522863
0,25.0,34,16.0,28.235128829173064,0.24040255862222012
0,20.0,50,0.0,21.0,0.34510504353084737
0,20.0,67,17.0,23.72978086708767,0.27267478070201756
0,33.0,41,9.0,35.140361409638345,0.20474355604451158
0,14.0,38,12.0,16.641213898030394,0.3876504547249745
0,15.0,72,22.0,21.27328136419015,0.25673243195727585
0,20.0,28,22.0,25.40649523251879,0.23856049115996103
0,10.0,45,5.0,10.991473968490304,0.6210728310993445
0,26.0,48,2.0,27.33093485411723,0.2659570648751348
0,24.0,51,1.0,25.208381542653626,0.2882739729481942
0,16.0,56,6.0,17.24673882216577,0.40856918354554417
0,18.0,43,7.0,19.43997170779834,0.36274320659889703
0,15.0,48,2.0,15.803559725580817,0.45382332870968084
0,28.0,42,8.0,29.856322613476696,0.24037140820384412
0,12.0,42,8.0,13.63084736911099,0.4912343711700846
0,11.0,61,11.0,13.583997938751317,0.458874034466134
0,10.0,37,13.0,13.477852202780678,0.4284956183822145
0,27.0,36,14.0,29.774695632365415,0.23334456907392245
0,29.0,43,7.0,30.788065869748948,0.2341398698685023
0,18.0,66,16.0,21.572436116489023,0.2970409276906882
0,9.0,30,20.0,16.071792059381554,0.2752793134772887
0,27.0,29,21.0,31.464980533920563,0.20936972062032283
0,27.0,42,8.0,28.822950924567042,0.2486373002536444
1,6.0,32,18.0,13.28834075421006,0.2754185537241036
0,12.0,28,22.0,19.059118552545918,0.2577648835350448
0,20.0,33,17.0,23.72978086708767,0.27267478070201756
0,13.0,63,13.0,16.05381574579701,0.3881962225284794
1,3.0,50,0.0,3.15,1.7202969881575096
0,16.0,71,21.0,21.646304534492717,0.2638775631713452
0,11.0,70,20.0,17.38972397710786,0.28459853384550277
0,26.0,57,7.0,27.6765695128569,0.2595395791252513
0,18.0,28,22.0,23.700210969525145,0.24716071278714324
0,13.0,29,21.0,19.30401512639275,0.2712737199954445
0,11.0,44,6.0,12.190672663967318,0.5587877543959542
0,23.0,65,15.0,26.043905237118338,0.2598638838801138
0,18.0,60,10.0,19.98649544067193,0.344098301997064
0,28.0,48,2.0,29.42872746144488,0.24723403529212207
1,26.0,28,22.0,30.818500936937216,0.2102581673068978
0,20.0,49,1.0,21.010057115581574,0.34479076913151024
0,17.0,24,26.0,24.58114114519503,0.2176443992827421
0,27.0,54,4.0,28.46897434049917,0.2546963687734535
0,25.0,27,23.0,30.20869080248265,0.2105306063250242
0,21.0,51,1.0,22.059578418455782,0.32870043953293654
0,6.0,68,18.0,13.28834075421006,0.2754185537241036
0,19.0,53,3.0,20.04507420789457,0.3596291964810334
0,15.0,70,20.0,20.422108118409323,0.2782002560871615
0,18.0,45,5.0,19.17739554788397,0.3722014026013878
1,15.0,33,17.0,19.239672554386157,0.31255764826376803
0,31.0,40,10.0,33.19265732055811,0.21552247989627846
0,10.0,35,15.0,14.3287298809071,0.380925130447818
0,23.0,31,19.0,27.12461981300383,0.24000919087378397
1,7.0,67,17.0,13.271209439986997,0.3193088176827172
0,9.0,39,11.0,11.850105484762572,0.49865017428260083
0,5.0,61,11.0,8.870456583513613,0.5320024734138117
1,5.0,53,3.0,5.600446410778341,1.1334130108600122
0,24.0,76,26.0,30.34221481698394,0.20058691578537374
0,16.0,25,25.0,23.373114897248932,0.2267943665868285
0,26.0,59,9.0,27.91975107338889,0.25515723613473873
0,23.0,69,19.0,27.12461981300383,0.24000919087378397
0,29.0,62,12.0,31.433143336293938,0.22482580023026133
0,13.0,32,18.0,17.97811169172113,0.3119750682558491
0,21.0,67,17.0,24.663839928121494,0.2649341916005127
0,21.0,55,5.0,22.288225591105274,0.32227713984129003
0,9.0,58,8.0,10.786218058244511,0.591643556025191
0,26.0,36,14.0,28.77672670753225,0.240537542162153
0,20.0,54,4.0,21.160340261914506,0.34014177905248677
0,5.0,37,13.0,9.948115399411085,0.4221128427487011
0,10.0,45,5.0,10.991473968490304,0.6210728310993445
0,19.0,23,27.0,26.570754599747445,0.20780243185280284
0,28.0,62,12.0,30.41710045352778,0.23178243711250054
0,18.0,30,20.0,22.939267643061317,0.263508463991348
0,9.0,42,8.0,10.786218058244511,0.591643556025191
0,9.0,37,13.0,12.676947582127173,0.439019336875392
0,20.0,73,23.0,25.777946000408953,0.23184491459743725
0,24.0,32,18.0,27.783628272779637,0.2385540980304433
0,30.0,74,24.0,35.15124464368225,0.1864659724215936
0,7.0,46,4.0,7.796313231265146,0.848710701766978
0,25.0,39,11.0,27.206341172601654,0.2584681483042706
0,11.0,75,25.0,19.936524270795047,0.21667629414887685
0,8.0,32,18.0,14.403124660989365,0.3068516613729326
0,27.0,60,10.0,29.085606405918377,0.24427515281947337
0,24.0,71,21.0,28.65942253430798,0.224459267479834
0,11.0,39,11.0,13.583997938751317,0.458874034466134
0,8.0,30,20.0,15.477725931156682,0.2654567711126684
0,11.0,35,15.0,15.115058716392735,0.37455292140405577
0,13.0,43,7.0,14.388363353766126,0.4763868532411363
0,28.0,73,23.0,32.982760648557,0.1976770968508856
0,11.0,29,21.0,17.880855684222723,0.2692928913160728
0,15.0,52,2.0,15.803559725580817,0.45382332870968084
0,11.0,62,12.0,13.93709080116794,0.43731158474742216
0,14.0,41,9.0,15.821267332296738,0.42632836199012014
0,12.0,32,18.0,17.19447585708852,0.3158311044591509
0,20.0,71,21.0,25.046406927940783,0.24534391562807015
0,17.0,51,1.0,17.86183081321733,0.40397763645873547
0,14.0,43,7.0,15.388063555886426,0.4488778813145313
0,25.0,63,13.0,27.57652987596518,0.25174827835085867
0,4.0,58,8.0,6.684309986827362,0.7766862454976036
0,12.0,43,7.0,13.396361446303246,0.5069724665686698
1,7.0,47,3.0,7.604275113381945,0.8805236779631288
0,7.0,50,0.0,7.35,0.9240272470538008
1,9.0,69,19.0,15.550723455839602,0.29404598468395515
0,18.0,79,29.0,26.69330440391373,0.1953601103087049
0,12.0,63,13.0,15.17110740849197,0.40228502943306477
0,28.0,70,20.0,32.145917314645104,0.20794555101391143
0,9.0,31,19.0,15.550723455839602,0.29404598468395515
1,6.0,66,16.0,12.159358535712318,0.3304128075433245
0,20.0,36,14.0,22.88689581398054,0.29252713991186646
0,22.0,41,9.0,23.829236244579892,0.2960190429979611
0,14.0,70,20.0,19.623710148695125,0.2817923532519773
0,13.0,56,6.0,14.196214284097012,0.48821070949377143
0,12.0,49,1.0,12.616754733290174,0.5640811317617371
0,14.0,36,14.0,17.288724649319857,0.3604273826581395
0,24.0,77,27.0,30.70899705298107,0.19587945153355057
0,22.0,62,12.0,24.381345327934635,0.2831878014924241
1,4.0,47,3.0,4.63060471212994,1.3148001881795657
0,9.0,68,18.0,15.039697470361562,0.3142956852066102
0,8.0,35,15.0,12.86944054728099,0.3838839963626258
0,31.0,34,16.0,34.171076951129294,0.20356279677399974
0,6.0,54,4.0,6.815423684555495,0.9489061410934956
0,5.0,48,2.0,5.408558033339386,1.179460127203922
0,10.0,59,9.0,12.019671376539376,0.5303396409372801
0,10.0,54,4.0,10.817116066678771,0.6382251862369708
0,25.0,21,29.0,32.31694601907798,0.18426032770720305
0,24.0,68,18.0,27.783628272779637,0.2385540980304433
0,25.0,66,16.0,28.235128829173064,0.24040255862222012
0,20.0,24,26.0,26.955704405561356,0.21228389436856282
0,29.0,30,20.0,33.10894894133609,0.20301258461768168
0,24.0,43,7.0,25.607469613376484,0.27964677433052354
0,19.0,23,27.0,26.570754599747445,0.20780243185280284
0,22.0,41,9.0,23.829236244579892,0.2960190429979611
0,12.0,71,21.0,18.57639631360184,0.2712176259591417
0,12.0,63,13.0,15.17110740849197,0.40228502943306477
0,10.0,41,9.0,12.019671376539376,0.5303396409372801
1,18.0,50,0.0,18.9,0.3825663330715834
0,10.0,33,17.0,15.243113199081087,0.33759032764216496
0,29.0,62,12.0,31.433143336293938,0.22482580023026133
0,10.0,34,16.0,14.778700890132395,0.35868342997638314
0,16.0,66,16.0,19.75854245636555,0.3153100776120756
0,4.0,73,23.0,15.528763633979365,0.13418083006105208
0,8.0,61,11.0,11.030979104322517,0.5164252962426095
1,11.0,55,5.0,11.998541578041891,0.5746282275003937
1,3.0,49,1.0,3.2163644072150777,1.70233357190678
0,24.0,46,4.0,25.33377192602791,0.28552288536522863
0,24.0,58,8.0,25.73091525772062,0.2770529894750666
1,4.0,43,7.0,6.192132104533947,0.8891188201608188
0,12.0,72,22.0,19.059118552545918,0.2577648835350448
1,5.0,62,12.0,9.40226036652889,0.4734809931229669
0,6.0,41,9.0,8.59723792854426,0.651159162376933
0,17.0,31,19.0,21.705874780805313,0.2780501185162574
0,8.0,69,19.0,14.935946571945147,0.2852409034330836
1,10.0,30,20.0,16.710774967068403,0.2814322230841747
0,10.0,53,3.0,10.679536506796538,0.6521383456057817
0,13.0,47,3.0,13.788582233137678,0.5145691046572908
0,19.0,31,19.0,23.46326916693409,0.2654619792086078
0,18.0,23,27.0,25.791713785632776,0.20914598095671952
0,26.0,58,8.0,27.790825824361537,0.2574671749562088
0,32.0,29,21.0,36.26682368225814,0.1867190190726939
0,7.0,38,12.0,10.71739240673775,0.4875473980128381
0,19.0,51,1.0,19.960586163737776,0.3625178205706539
0,8.0,39,11.0,11.030979104322517,0.5164252962426095
0,7.0,24,26.0,18.42912097740964,0.16344578519020111
0,19.0,61,11.0,21.19256945252274,0.32338320072692645
0,14.0,39,11.0,16.346635739503096,0.4009753589018125
1,8.0,54,4.0,8.793179174792243,0.7659735007631507
0,18.0,67,17.0,21.893206708931423,0.28864440517234924
0,15.0,59,9.0,16.80133923233502,0.4050541670933145
0,22.0,26,24.0,27.87418160233588,0.21793100716394867
0,28.0,51,1.0,29.40718449630974,0.24758725636527962
0,28.0,52,2.0,29.42872746144488,0.24723403529212207
0,16.0,37,13.0,18.80538486710655,0.3468224014068655
1,15.0,45,5.0,16.08182203607539,0.4394683699579318
0,5.0,61,11.0,8.870456583513613,0.5320024734138117
0,30.0,53,3.0,31.560299428237368,0.23047982581632215
0,12.0,66,16.0,16.33768649472746,0.34891490595427527
0,20.0,46,4.0,21.160340261914506,0.34014177905248677
0,16.0,58,8.0,17.586358349584486,0.3939004690139643
1,15.0,40,10.0,17.038559211388737,0.39450787483769706
0,20.0,12,38.0,32.420518194501454,0.14706656464427134
0,12.0,33,17.0,16.758952831248138,0.33206626567067177
0,11.0,33,17.0,15.984523765192382,0.33596709169430355
0,20.0,45,5.0,21.25,0.3374097945749799
0,12.0,34,16.0,16.33768649472746,0.34891490595427527
1,2.0,56,6.0,4.42944691807002,1.1860574693127681
0,22.0,57,7.0,23.543842082378994,0.302978288145022
0,19.0,40,10.0,20.98219483276237,0.3296328129599388
0,10.0,62,12.0,13.080137613954985,0.45351561115002464
0,18.0,24,26.0,25.353895164254347,0.21636031343833936
0,17.0,37,13.0,19.749050610092628,0.3339324098792254
0,17.0,56,6.0,18.271083711701394,0.38717981884058367
0,4.0,39,11.0,8.292315719990405,0.5068860882826424
0,26.0,34,16.0,29.213866570517503,0.23354382809639931
0,12.0,72,22.0,19.059118552545918,0.2577648835350448
0,13.0,36,14.0,16.40525830336115,0.372468920683269
0,10.0,43,7.0,11.44344790699027,0.5790496767581794
0,11.0,37,13.0,14.311009747743169,0.415932290325356
0,26.0,54,4.0,27.423530042647684,0.26421562813855315
0,6.0,43,7.0,7.771261158911081,0.7759378875324093
0,18.0,39,11.0,20.207238801973908,0.33694567230348166
0,15.0,48,2.0,15.803559725580817,0.45382332870968084
0,29.0,53,3.0,30.512374538865373,0.23829209884521543
0,13.0,67,17.0,17.562032911938186,0.32654703564538545
0,13.0,55,5.0,14.031571544199888,0.49864447723339733
0,21.0,59,9.0,22.81282534014584,0.308193299690588
0,12.0,37,13.0,15.17110740849197,0.40228502943306477
0,23.0,51,1.0,24.158745828374453,0.30060676755357607
0,12.0,31,19.0,17.64319982316133,0.30025973949935153
0,27.0,36,14.0,29.774695632365415,0.23334456907392245
1,10.0,60,10.0,12.349089035228468,0.504787111082435
1,11.0,62,12.0,13.93709080116794,0.43731158474742216
0,7.0,39,11.0,10.254023600518968,0.530360708962019
1,3.0,40,10.0,7.223053370978232,0.536463366670397
0,26.0,26,24.0,31.442805218364345,0.20210889983911917
0,32.0,60,10.0,34.22294551905198,0.20931633962222004
0,24.0,44,6.0,25.5,0.28193327288425424
0,12.0,44,6.0,13.189768762188365,0.5213741842885677
0,27.0,62,12.0,29.40344367586899,0.23914323833670167
0,30.0,38,12.0,32.451348200036314,0.21824435574994805
0,24.0,64,14.0,26.79272289260649,0.2561036095715717
0,11.0,57,7.0,12.413903495677738,0.541048218774014
